response_id,date,customer_id,score,feedback,touchpoint,customer_segment
17408,2025-04-04,C37543,7,Some features could be better.,Mobile App,SMB
17409,2025-04-08,C56182,8,Very intuitive interface.,Mobile App,Enterprise
17410,2025-04-23,C54902,9,Best in class solution!,Mobile App,SMB
17411,2025-04-30,C62411,1,Frequent issues and bugs.,Mobile App,SMB
17412,2025-04-18,C24507,9,Outstanding support team.,Support,Enterprise
17413,2025-05-26,C78066,10,Outstanding support team.,Mobile App,SMB
17414,2025-05-17,C82447,5,Could use some improvements.,Website,SMB
17415,2025-05-14,C67899,3,Disappointed with the service.,Support,SMB
17416,2025-04-06,C83675,5,Meets our basic needs.,Website,Enterprise
17417,2025-05-01,C50934,10,Highly recommended!,Website,Consumer
17418,2025-04-17,C32796,10,Excellent product and service!,Support,Enterprise
17419,2025-04-26,C70688,3,Needs significant improvement.,Email,Enterprise
17420,2025-05-15,C14630,7,Satisfactory service.,Website,Enterprise
17421,2025-05-04,C49974,9,Outstanding support team.,Website,SMB
17422,2025-04-11,C41876,9,Best in class solution!,Website,Consumer
17423,2025-04-18,C65034,4,Not worth the price.,Mobile App,Enterprise
17424,2025-05-26,C55020,7,Could use some improvements.,Email,SMB
17425,2025-05-16,C33013,1,Needs significant improvement.,Website,Consumer
17426,2025-05-22,C99904,1,Needs significant improvement.,Support,SMB
17427,2025-05-30,C37573,9,Transformative for our operations.,Website,Consumer
17428,2025-05-28,C60772,4,Needs significant improvement.,Mobile App,Consumer
17429,2025-04-22,C89748,4,Not intuitive enough.,Mobile App,SMB
17430,2025-05-10,C24108,5,Satisfactory service.,Mobile App,Consumer
17431,2025-05-03,C67510,7,Works as expected.,Email,Enterprise
17432,2025-05-17,C23636,9,Transformative for our operations.,Website,Consumer
17433,2025-05-20,C14431,1,Difficult to use.,Support,Enterprise
17434,2025-05-12,C23282,6,Works as expected.,Support,Consumer
17435,2025-05-10,C93321,7,Good product overall.,Website,Consumer
17436,2025-04-30,C13641,2,Not intuitive enough.,Mobile App,SMB
17437,2025-04-15,C69466,9,Transformative for our operations.,Support,Enterprise
17438,2025-05-10,C27319,6,Decent performance.,Mobile App,Consumer
17439,2025-05-01,C66774,2,Not worth the price.,Email,Enterprise
17440,2025-05-05,C59022,8,Very intuitive interface.,Website,SMB
17441,2025-05-18,C23898,4,Frequent issues and bugs.,Support,SMB
17442,2025-04-30,C57184,8,Great value for money.,Support,Enterprise
17443,2025-04-07,C69667,10,Outstanding support team.,Email,Enterprise
17444,2025-05-25,C63724,10,Highly recommended!,Website,Consumer
17445,2025-05-04,C15453,7,Meets our basic needs.,Support,Consumer
17446,2025-04-16,C75893,5,Works as expected.,Mobile App,Enterprise
17447,2025-04-22,C53670,3,Not worth the price.,Support,Consumer
17448,2025-05-06,C66206,1,Needs significant improvement.,Support,Consumer
17449,2025-05-05,C39341,7,Satisfactory service.,Support,Consumer
17450,2025-05-29,C32039,8,Best in class solution!,Website,Consumer
17451,2025-04-21,C14282,4,Needs significant improvement.,Mobile App,SMB
17452,2025-04-03,C30456,2,Disappointed with the service.,Email,SMB
17453,2025-04-09,C21109,5,Average experience.,Support,Consumer
17454,2025-05-04,C29788,5,Meets our basic needs.,Mobile App,Consumer
17455,2025-04-13,C73979,5,Some features could be better.,Mobile App,SMB
17456,2025-05-01,C70445,8,Highly recommended!,Support,Enterprise
17457,2025-05-24,C83339,10,Transformative for our operations.,Email,Consumer
17458,2025-05-15,C89981,2,Too many problems.,Email,Enterprise
17459,2025-05-04,C62152,3,Poor customer support.,Website,Enterprise
17460,2025-04-21,C31024,10,Excellent ROI for our business.,Website,Enterprise
17461,2025-04-11,C16132,5,Average experience.,Website,SMB
17462,2025-04-08,C90466,8,Outstanding support team.,Support,Enterprise
17463,2025-04-17,C99024,8,Highly recommended!,Website,Consumer
17464,2025-05-21,C67069,10,Very satisfied with the experience.,Support,Enterprise
17465,2025-05-19,C96842,7,Good but room for improvement.,Mobile App,SMB
17466,2025-04-23,C91309,5,Good but room for improvement.,Email,Consumer
17467,2025-05-25,C99555,5,Satisfactory service.,Email,SMB
17468,2025-05-28,C36778,10,Exceeded our expectations.,Website,Enterprise
17469,2025-04-03,C60348,7,Could use some improvements.,Support,Enterprise
17470,2025-05-22,C34990,1,Frequent issues and bugs.,Support,Enterprise
17471,2025-05-31,C98410,9,Great value for money.,Support,SMB
17472,2025-05-10,C87566,8,Very satisfied with the experience.,Mobile App,Consumer
17473,2025-04-27,C75010,1,Not intuitive enough.,Email,SMB
17474,2025-04-04,C84453,9,Exceeded our expectations.,Email,SMB
17475,2025-04-07,C10726,5,Good but room for improvement.,Website,SMB
17476,2025-05-15,C95554,9,Best in class solution!,Mobile App,SMB
17477,2025-05-30,C11219,9,Excellent product and service!,Support,Enterprise
17478,2025-04-06,C70841,5,Some features could be better.,Email,SMB
17479,2025-05-04,C30061,6,Meets our basic needs.,Website,Enterprise
17480,2025-05-28,C83432,2,Difficult to use.,Support,Enterprise
17481,2025-04-24,C36383,10,Transformative for our operations.,Website,Consumer
17482,2025-05-15,C84394,1,Frequent issues and bugs.,Email,SMB
17483,2025-04-28,C83810,6,Satisfactory service.,Support,SMB
17484,2025-05-22,C89473,5,Satisfactory service.,Support,Consumer
17485,2025-04-06,C50709,3,Poor customer support.,Email,Consumer
17486,2025-05-18,C96576,8,Best in class solution!,Support,Enterprise
17487,2025-05-06,C42400,10,Best in class solution!,Website,Consumer
17488,2025-05-21,C47376,3,Frequent issues and bugs.,Support,Enterprise
17489,2025-05-23,C96640,6,Could use some improvements.,Website,SMB
17490,2025-05-12,C67819,7,Good product overall.,Mobile App,Enterprise
17491,2025-04-23,C30441,3,Not intuitive enough.,Mobile App,SMB
17492,2025-05-31,C73186,2,Disappointed with the service.,Website,Enterprise
17493,2025-04-22,C38225,7,Works as expected.,Website,SMB
17494,2025-05-19,C10296,7,Works as expected.,Email,Enterprise
17495,2025-04-25,C92045,8,Very intuitive interface.,Support,SMB
17496,2025-05-24,C19895,10,Exceeded our expectations.,Email,Enterprise
17497,2025-05-29,C81656,4,Not intuitive enough.,Mobile App,Consumer
17498,2025-04-30,C59781,9,Very satisfied with the experience.,Email,SMB
17499,2025-04-29,C75108,6,Average experience.,Website,Consumer
17500,2025-05-19,C63817,9,Highly recommended!,Mobile App,Consumer
17501,2025-04-22,C96851,9,Great value for money.,Website,Consumer
17502,2025-04-18,C45251,5,Generally satisfied.,Mobile App,Consumer
17503,2025-04-09,C69162,9,Best in class solution!,Support,Consumer
17504,2025-04-18,C89020,8,Highly recommended!,Support,SMB
17505,2025-04-28,C58085,6,Generally satisfied.,Website,Enterprise
17506,2025-04-24,C91689,4,Frequent issues and bugs.,Website,Enterprise
17507,2025-04-22,C59637,3,Frequent issues and bugs.,Email,Enterprise
17508,2025-04-13,C88815,7,Meets our basic needs.,Website,Enterprise
17509,2025-04-11,C34803,7,Good product overall.,Support,SMB
17510,2025-05-17,C83812,9,Excellent ROI for our business.,Email,Enterprise
17511,2025-05-18,C33302,9,Best in class solution!,Support,Consumer
17512,2025-04-10,C94036,3,Disappointed with the service.,Support,Enterprise
17513,2025-04-05,C22576,9,Excellent ROI for our business.,Mobile App,SMB
17514,2025-04-18,C79635,6,Average experience.,Mobile App,SMB
17515,2025-04-04,C55066,1,Not intuitive enough.,Support,SMB
17516,2025-04-19,C49037,9,Best in class solution!,Website,SMB
17517,2025-04-06,C84757,9,Excellent ROI for our business.,Mobile App,Consumer
17518,2025-04-30,C35045,2,Frequent issues and bugs.,Email,Enterprise
17519,2025-05-05,C89297,9,Excellent ROI for our business.,Mobile App,Consumer
17520,2025-04-10,C68510,1,Not worth the price.,Support,Consumer
17521,2025-05-24,C61049,5,Some features could be better.,Email,SMB
17522,2025-04-26,C27399,8,Excellent ROI for our business.,Website,SMB
17523,2025-04-21,C64475,9,Transformative for our operations.,Email,Enterprise
17524,2025-05-31,C76495,8,Great value for money.,Email,Consumer
17525,2025-04-08,C46211,8,Excellent product and service!,Mobile App,SMB
17526,2025-04-26,C43830,8,Highly recommended!,Support,Enterprise
17527,2025-04-23,C44864,5,Could use some improvements.,Website,Enterprise
17528,2025-04-03,C35448,3,Difficult to use.,Support,Consumer
17529,2025-04-18,C47618,6,Average experience.,Email,Consumer
17530,2025-04-24,C81381,5,Some features could be better.,Support,SMB
17531,2025-05-28,C54868,4,Difficult to use.,Email,SMB
17532,2025-05-14,C99041,2,Would not recommend.,Mobile App,Enterprise
17533,2025-04-21,C63933,10,Very satisfied with the experience.,Support,Enterprise
17534,2025-04-28,C65579,5,Could use some improvements.,Mobile App,Enterprise
17535,2025-05-09,C99951,9,Best in class solution!,Support,Consumer
17536,2025-05-26,C92329,7,Generally satisfied.,Email,Consumer
17537,2025-05-28,C34772,5,Could use some improvements.,Email,Enterprise
17538,2025-04-18,C95293,4,Too many problems.,Support,Consumer
17539,2025-05-07,C55468,7,Average experience.,Email,SMB
17540,2025-05-23,C47575,5,Works as expected.,Mobile App,SMB
17541,2025-05-22,C87424,10,Exceeded our expectations.,Email,SMB
17542,2025-05-20,C54669,1,Difficult to use.,Email,Enterprise
17543,2025-04-21,C52244,2,Poor customer support.,Website,SMB
17544,2025-05-01,C66090,6,Works as expected.,Website,SMB
17545,2025-05-28,C35313,8,Excellent product and service!,Website,SMB
17546,2025-04-14,C74379,4,Poor customer support.,Support,Consumer
17547,2025-04-14,C79891,3,Not intuitive enough.,Website,Consumer
17548,2025-04-18,C46969,1,Difficult to use.,Website,Enterprise
17549,2025-04-01,C72824,2,Poor customer support.,Mobile App,Consumer
17550,2025-05-16,C89362,5,Decent performance.,Website,Consumer
17551,2025-04-28,C18082,1,Difficult to use.,Mobile App,SMB
17552,2025-04-20,C72700,4,Too expensive for what it offers.,Website,Enterprise
17553,2025-04-04,C36889,10,Highly recommended!,Support,SMB
17554,2025-04-04,C83077,1,Disappointed with the service.,Email,SMB
17555,2025-05-04,C95010,8,Great value for money.,Email,Consumer
17556,2025-05-08,C10370,3,Would not recommend.,Email,Consumer
17557,2025-04-12,C77858,1,Would not recommend.,Website,Consumer
17558,2025-04-27,C93554,5,Some features could be better.,Email,Enterprise
17559,2025-05-01,C77625,8,Best in class solution!,Support,SMB
17560,2025-05-25,C76393,4,Disappointed with the service.,Website,Enterprise
17561,2025-05-11,C55300,9,Very satisfied with the experience.,Support,Consumer
17562,2025-05-02,C61020,1,Frequent issues and bugs.,Email,Enterprise
17563,2025-04-03,C36465,10,Transformative for our operations.,Email,Enterprise
17564,2025-04-02,C44437,2,Not intuitive enough.,Mobile App,Enterprise
17565,2025-05-04,C49455,7,Some features could be better.,Email,SMB
17566,2025-05-09,C12028,10,Outstanding support team.,Website,Consumer
17567,2025-04-17,C20602,8,Outstanding support team.,Support,SMB
17568,2025-04-21,C98942,7,Meets our basic needs.,Mobile App,Enterprise
17569,2025-05-07,C14524,3,Would not recommend.,Email,Enterprise
17570,2025-05-22,C22144,4,Difficult to use.,Website,SMB
17571,2025-04-10,C90953,6,Good but room for improvement.,Email,SMB
17572,2025-05-05,C91332,2,Poor customer support.,Support,Enterprise
17573,2025-05-08,C63179,7,Average experience.,Email,Consumer
17574,2025-04-10,C27056,4,Not worth the price.,Mobile App,SMB
17575,2025-05-30,C57837,9,Excellent ROI for our business.,Website,SMB
17576,2025-04-28,C84235,4,Would not recommend.,Support,SMB
17577,2025-04-04,C29430,9,Excellent product and service!,Website,SMB
17578,2025-04-08,C37041,5,Generally satisfied.,Website,Enterprise
17579,2025-05-08,C73620,4,Disappointed with the service.,Mobile App,Enterprise
17580,2025-05-27,C77512,1,Frequent issues and bugs.,Website,SMB
17581,2025-05-01,C86444,9,Very intuitive interface.,Email,SMB
17582,2025-04-29,C88237,7,Good product overall.,Mobile App,Enterprise
17583,2025-04-26,C28608,4,Disappointed with the service.,Email,Enterprise
17584,2025-05-28,C14624,9,Very intuitive interface.,Website,Consumer
17585,2025-05-23,C97153,9,Highly recommended!,Email,Consumer
17586,2025-04-27,C28218,10,Great value for money.,Mobile App,SMB
17587,2025-04-19,C83514,9,Exceeded our expectations.,Support,SMB
17588,2025-04-09,C20620,6,Works as expected.,Support,SMB
17589,2025-05-24,C12529,9,Very intuitive interface.,Website,SMB
17590,2025-05-12,C91137,8,Great value for money.,Mobile App,Consumer
17591,2025-05-26,C64010,6,Average experience.,Support,Consumer
17592,2025-04-24,C22748,2,Poor customer support.,Support,SMB
17593,2025-05-02,C98444,8,Transformative for our operations.,Website,Enterprise
17594,2025-05-15,C75239,2,Disappointed with the service.,Email,Enterprise
17595,2025-05-18,C51900,10,Great value for money.,Support,SMB
17596,2025-05-25,C56349,6,Works as expected.,Email,Enterprise
17597,2025-04-04,C72058,9,Excellent product and service!,Website,SMB
17598,2025-05-15,C38969,7,Some features could be better.,Website,SMB
17599,2025-05-06,C72229,4,Needs significant improvement.,Support,Enterprise
17600,2025-04-04,C14492,1,Difficult to use.,Website,Enterprise
17601,2025-04-03,C23275,5,Good product overall.,Website,SMB
17602,2025-05-19,C65319,8,Very satisfied with the experience.,Support,Consumer
17603,2025-04-12,C14425,2,Difficult to use.,Support,SMB
17604,2025-05-10,C31445,3,Difficult to use.,Website,Consumer
17605,2025-04-07,C74086,2,Would not recommend.,Mobile App,Enterprise
17606,2025-04-17,C83284,8,Highly recommended!,Mobile App,Consumer
17607,2025-05-30,C59136,9,Best in class solution!,Support,SMB
17608,2025-04-23,C86840,4,Not intuitive enough.,Mobile App,Enterprise
17609,2025-05-12,C24729,5,Good product overall.,Mobile App,Enterprise
17610,2025-04-22,C76867,6,Works as expected.,Website,SMB
17611,2025-05-22,C50961,3,Poor customer support.,Support,SMB
17612,2025-04-23,C13457,7,Good but room for improvement.,Mobile App,Enterprise
17613,2025-05-03,C73364,5,Good product overall.,Support,SMB
17614,2025-04-14,C74720,8,Very intuitive interface.,Email,SMB
17615,2025-05-19,C22988,7,Good product overall.,Support,Consumer
17616,2025-05-22,C80715,4,Frequent issues and bugs.,Website,SMB
17617,2025-05-14,C79226,6,Decent performance.,Website,SMB
17618,2025-04-13,C58716,2,Difficult to use.,Support,Enterprise
17619,2025-05-08,C59742,1,Needs significant improvement.,Website,SMB
17620,2025-05-22,C91686,7,Works as expected.,Support,Consumer
17621,2025-05-24,C93020,2,Frequent issues and bugs.,Support,Enterprise
17622,2025-04-15,C44464,2,Too many problems.,Mobile App,SMB
17623,2025-04-04,C55104,5,Could use some improvements.,Support,Enterprise
17624,2025-04-26,C72692,1,Needs significant improvement.,Mobile App,Consumer
17625,2025-05-10,C64352,5,Meets our basic needs.,Support,SMB
17626,2025-04-19,C96925,10,Exceeded our expectations.,Mobile App,SMB
17627,2025-04-24,C39066,2,Disappointed with the service.,Website,Enterprise
17628,2025-05-28,C99054,4,Poor customer support.,Support,SMB
17629,2025-05-18,C97930,1,Difficult to use.,Email,Enterprise
17630,2025-04-13,C12920,5,Good product overall.,Website,Enterprise
17631,2025-04-21,C84602,7,Satisfactory service.,Support,Consumer
17632,2025-04-03,C74705,4,Frequent issues and bugs.,Mobile App,Consumer
17633,2025-04-16,C55827,1,Too expensive for what it offers.,Mobile App,Consumer
17634,2025-05-11,C74986,7,Meets our basic needs.,Email,SMB
17635,2025-04-04,C45177,4,Would not recommend.,Website,SMB
17636,2025-04-24,C24288,10,Best in class solution!,Support,Consumer
17637,2025-04-15,C60583,1,Difficult to use.,Support,Enterprise
17638,2025-04-16,C87562,5,Generally satisfied.,Website,Enterprise
17639,2025-05-06,C48213,9,Excellent product and service!,Website,SMB
17640,2025-05-19,C15403,2,Would not recommend.,Website,Enterprise
17641,2025-05-30,C78954,5,Satisfactory service.,Website,Consumer
17642,2025-05-21,C11543,9,Excellent ROI for our business.,Mobile App,SMB
17643,2025-05-31,C72603,7,Meets our basic needs.,Website,SMB
17644,2025-05-12,C94287,5,Some features could be better.,Support,Enterprise
17645,2025-05-01,C13971,2,Too many problems.,Website,Enterprise
17646,2025-05-20,C85399,9,Outstanding support team.,Website,Consumer
17647,2025-04-21,C41236,6,Some features could be better.,Mobile App,Enterprise
17648,2025-05-04,C80439,2,Too expensive for what it offers.,Email,SMB
17649,2025-05-28,C82382,7,Could use some improvements.,Mobile App,Consumer
17650,2025-05-18,C60299,9,Highly recommended!,Email,SMB
17651,2025-05-03,C57109,5,Good product overall.,Mobile App,Enterprise
17652,2025-04-05,C64776,7,Could use some improvements.,Website,Consumer
17653,2025-05-16,C20399,4,Not intuitive enough.,Mobile App,Consumer
17654,2025-05-13,C27143,5,Decent performance.,Website,Consumer
17655,2025-04-06,C22573,2,Too many problems.,Website,SMB
17656,2025-05-25,C25730,1,Not worth the price.,Support,Consumer
17657,2025-04-27,C27811,10,Very satisfied with the experience.,Mobile App,Enterprise
17658,2025-05-15,C17159,8,Excellent ROI for our business.,Mobile App,Consumer
17659,2025-05-09,C20385,4,Too many problems.,Website,Enterprise
17660,2025-05-27,C79009,3,Not worth the price.,Mobile App,Enterprise
17661,2025-04-29,C44012,4,Difficult to use.,Website,Enterprise
17662,2025-04-05,C87065,7,Generally satisfied.,Support,Enterprise
17663,2025-05-23,C70452,1,Frequent issues and bugs.,Email,Enterprise
17664,2025-05-23,C41507,9,Great value for money.,Email,SMB
17665,2025-04-22,C48707,10,Exceeded our expectations.,Support,Enterprise
17666,2025-04-07,C88816,3,Disappointed with the service.,Support,Enterprise
17667,2025-05-19,C96954,10,Outstanding support team.,Mobile App,Enterprise
17668,2025-04-15,C42965,3,Too expensive for what it offers.,Support,Enterprise
17669,2025-05-30,C60902,10,Outstanding support team.,Website,SMB
17670,2025-04-01,C12917,4,Too expensive for what it offers.,Email,SMB
17671,2025-04-15,C61551,4,Too many problems.,Email,Consumer
17672,2025-05-16,C46044,7,Works as expected.,Email,SMB
17673,2025-04-03,C63885,8,Exceeded our expectations.,Email,Consumer
17674,2025-04-22,C39647,4,Too many problems.,Mobile App,Enterprise
17675,2025-05-15,C70955,10,Very intuitive interface.,Website,SMB
17676,2025-04-15,C88176,7,Works as expected.,Mobile App,Consumer
17677,2025-05-05,C78223,1,Not worth the price.,Mobile App,Enterprise
17678,2025-04-28,C66453,1,Needs significant improvement.,Mobile App,Consumer
17679,2025-05-03,C67609,3,Poor customer support.,Email,Consumer
17680,2025-05-29,C74715,3,Difficult to use.,Support,Consumer
17681,2025-05-21,C14265,1,Not worth the price.,Website,Enterprise
17682,2025-05-06,C80415,6,Decent performance.,Website,SMB
17683,2025-04-01,C50779,10,Outstanding support team.,Support,Consumer
17684,2025-04-25,C95425,3,Not intuitive enough.,Mobile App,Consumer
17685,2025-05-13,C75951,8,Great value for money.,Email,Enterprise
17686,2025-05-08,C91104,7,Meets our basic needs.,Mobile App,Consumer
17687,2025-04-25,C40524,6,Decent performance.,Email,SMB
17688,2025-05-16,C31508,7,Could use some improvements.,Email,SMB
17689,2025-05-29,C70778,4,Poor customer support.,Mobile App,SMB
17690,2025-04-22,C13384,2,Too expensive for what it offers.,Support,Consumer
17691,2025-05-29,C72868,3,Difficult to use.,Email,Consumer
17692,2025-04-25,C34185,8,Very intuitive interface.,Support,SMB
17693,2025-04-18,C49908,1,Too many problems.,Email,Enterprise
17694,2025-05-14,C71555,4,Not worth the price.,Mobile App,Consumer
17695,2025-04-04,C10920,6,Satisfactory service.,Email,Enterprise
17696,2025-04-25,C71704,4,Disappointed with the service.,Website,Consumer
17697,2025-05-08,C85017,7,Satisfactory service.,Support,Enterprise
17698,2025-04-20,C75244,2,Not intuitive enough.,Website,Consumer
17699,2025-04-21,C41767,1,Difficult to use.,Support,Consumer
17700,2025-04-20,C24001,2,Too expensive for what it offers.,Website,Consumer
17701,2025-04-23,C65745,9,Exceeded our expectations.,Website,SMB
17702,2025-04-26,C32914,9,Very satisfied with the experience.,Mobile App,Consumer
17703,2025-04-26,C59992,2,Difficult to use.,Mobile App,Consumer
17704,2025-04-03,C32226,2,Not intuitive enough.,Email,Enterprise
17705,2025-04-17,C17406,4,Poor customer support.,Mobile App,Consumer
17706,2025-04-01,C20857,1,Too expensive for what it offers.,Website,Enterprise
17707,2025-04-23,C65780,4,Needs significant improvement.,Website,Consumer
17708,2025-04-14,C31052,10,Transformative for our operations.,Website,Consumer
17709,2025-05-16,C91486,7,Satisfactory service.,Support,SMB
17710,2025-04-18,C59233,7,Meets our basic needs.,Support,SMB
17711,2025-05-14,C72089,3,Needs significant improvement.,Website,SMB
17712,2025-05-03,C91818,3,Not worth the price.,Mobile App,SMB
17713,2025-04-05,C74932,7,Good product overall.,Email,Enterprise
17714,2025-05-16,C98954,7,Meets our basic needs.,Email,SMB
17715,2025-05-17,C31086,8,Very intuitive interface.,Email,Enterprise
17716,2025-04-12,C71789,3,Needs significant improvement.,Mobile App,SMB
17717,2025-05-05,C67187,2,Too many problems.,Support,Enterprise
17718,2025-04-26,C33686,1,Would not recommend.,Support,Enterprise
17719,2025-04-05,C10072,1,Frequent issues and bugs.,Email,Enterprise
17720,2025-05-07,C85783,3,Needs significant improvement.,Website,SMB
17721,2025-04-26,C87540,4,Difficult to use.,Website,SMB
17722,2025-05-04,C25201,10,Best in class solution!,Mobile App,SMB
17723,2025-05-27,C68831,5,Good but room for improvement.,Email,SMB
17724,2025-04-26,C90747,7,Average experience.,Email,Enterprise
17725,2025-05-29,C27489,7,Good but room for improvement.,Mobile App,Consumer
17726,2025-04-28,C64377,2,Needs significant improvement.,Email,SMB
17727,2025-04-11,C91263,4,Disappointed with the service.,Mobile App,Enterprise
17728,2025-05-14,C11056,9,Outstanding support team.,Mobile App,SMB
17729,2025-05-23,C63998,1,Too many problems.,Email,Enterprise
17730,2025-04-25,C96889,6,Some features could be better.,Email,Consumer
17731,2025-05-10,C63436,4,Not intuitive enough.,Mobile App,SMB
17732,2025-04-22,C64142,8,Excellent product and service!,Email,Enterprise
17733,2025-05-27,C10659,9,Very intuitive interface.,Website,SMB
17734,2025-05-09,C14082,8,Best in class solution!,Support,Consumer
17735,2025-05-21,C13474,8,Very intuitive interface.,Website,Consumer
17736,2025-05-27,C78998,8,Transformative for our operations.,Email,Consumer
17737,2025-04-26,C34893,9,Great value for money.,Website,Consumer
17738,2025-05-10,C87084,8,Best in class solution!,Website,Consumer
17739,2025-04-07,C83655,8,Highly recommended!,Support,SMB
17740,2025-05-03,C36186,1,Difficult to use.,Email,Consumer
17741,2025-05-17,C89118,1,Disappointed with the service.,Website,SMB
17742,2025-04-30,C57240,4,Too expensive for what it offers.,Email,Enterprise
17743,2025-04-07,C41611,7,Works as expected.,Website,Consumer
17744,2025-04-03,C23572,7,Good product overall.,Email,Consumer
17745,2025-04-07,C66481,4,Difficult to use.,Support,SMB
17746,2025-04-01,C75948,3,Difficult to use.,Website,Consumer
17747,2025-05-20,C87744,5,Decent performance.,Website,Enterprise
17748,2025-05-12,C28277,2,Disappointed with the service.,Email,Enterprise
17749,2025-05-26,C22487,4,Not intuitive enough.,Email,Consumer
17750,2025-05-30,C29267,6,Average experience.,Support,Consumer
17751,2025-05-13,C32019,3,Frequent issues and bugs.,Mobile App,SMB
17752,2025-04-07,C36179,6,Generally satisfied.,Support,Enterprise
17753,2025-04-15,C57981,7,Works as expected.,Mobile App,Enterprise
17754,2025-05-09,C37107,4,Poor customer support.,Email,SMB
17755,2025-04-24,C10346,1,Needs significant improvement.,Mobile App,SMB
17756,2025-05-08,C96507,10,Very satisfied with the experience.,Mobile App,Enterprise
17757,2025-04-22,C82730,2,Not worth the price.,Website,Consumer
17758,2025-04-03,C66710,6,Decent performance.,Support,SMB
17759,2025-05-15,C51266,9,Exceeded our expectations.,Support,Consumer
17760,2025-05-24,C73377,3,Needs significant improvement.,Mobile App,Enterprise
17761,2025-05-26,C79602,5,Works as expected.,Mobile App,Consumer
17762,2025-05-25,C10002,3,Needs significant improvement.,Email,Enterprise
17763,2025-05-19,C83728,6,Some features could be better.,Website,Enterprise
17764,2025-04-15,C83560,2,Too many problems.,Mobile App,Consumer
17765,2025-05-08,C18273,10,Best in class solution!,Email,SMB
17766,2025-04-12,C95582,10,Exceeded our expectations.,Email,SMB
17767,2025-05-11,C35096,6,Average experience.,Support,Enterprise
17768,2025-04-25,C75768,2,Poor customer support.,Mobile App,SMB
17769,2025-04-18,C12325,6,Satisfactory service.,Email,Enterprise
17770,2025-05-06,C82232,3,Needs significant improvement.,Mobile App,Enterprise
17771,2025-05-02,C72772,3,Frequent issues and bugs.,Website,Enterprise
17772,2025-05-24,C10142,10,Great value for money.,Support,Enterprise
17773,2025-05-04,C59287,10,Great value for money.,Website,Enterprise
17774,2025-04-17,C54615,1,Not worth the price.,Email,Consumer
17775,2025-04-20,C75370,4,Too many problems.,Website,Enterprise
17776,2025-04-02,C28111,4,Difficult to use.,Website,Enterprise
17777,2025-04-10,C86947,9,Great value for money.,Support,Consumer
17778,2025-04-16,C65381,3,Difficult to use.,Mobile App,Enterprise
17779,2025-05-06,C95114,2,Not worth the price.,Mobile App,SMB
17780,2025-05-29,C46782,10,Highly recommended!,Mobile App,Consumer
17781,2025-05-27,C73388,7,Meets our basic needs.,Mobile App,SMB
17782,2025-05-09,C14451,8,Best in class solution!,Website,Consumer
17783,2025-04-17,C83174,9,Excellent ROI for our business.,Support,Consumer
17784,2025-05-23,C22717,8,Very intuitive interface.,Website,Consumer
17785,2025-04-13,C74512,1,Needs significant improvement.,Website,SMB
17786,2025-04-11,C36811,3,Frequent issues and bugs.,Mobile App,Enterprise
17787,2025-05-16,C11779,8,Very satisfied with the experience.,Email,SMB
17788,2025-04-04,C56714,4,Would not recommend.,Support,Enterprise
17789,2025-04-01,C44742,5,Meets our basic needs.,Mobile App,Enterprise
17790,2025-04-09,C66852,3,Frequent issues and bugs.,Support,SMB
17791,2025-05-26,C53561,3,Too expensive for what it offers.,Mobile App,Enterprise
17792,2025-04-17,C73373,5,Generally satisfied.,Website,SMB
17793,2025-05-13,C37853,5,Meets our basic needs.,Website,SMB
17794,2025-04-22,C94179,7,Satisfactory service.,Support,Enterprise
17795,2025-05-21,C82995,3,Not intuitive enough.,Mobile App,SMB
17796,2025-04-06,C13061,3,Not worth the price.,Support,Consumer
17797,2025-04-23,C70575,7,Could use some improvements.,Support,SMB
17798,2025-05-14,C72032,5,Decent performance.,Website,Enterprise
17799,2025-05-22,C90672,3,Would not recommend.,Email,Consumer
17800,2025-05-16,C96219,8,Great value for money.,Website,Consumer
17801,2025-05-11,C30192,10,Transformative for our operations.,Website,SMB
17802,2025-04-28,C11202,9,Highly recommended!,Mobile App,Enterprise
17803,2025-04-04,C49142,9,Excellent ROI for our business.,Mobile App,SMB
17804,2025-05-24,C24757,2,Frequent issues and bugs.,Email,SMB
17805,2025-05-30,C52145,3,Frequent issues and bugs.,Website,SMB
17806,2025-04-12,C15583,10,Best in class solution!,Support,Enterprise
17807,2025-04-16,C27453,3,Poor customer support.,Mobile App,Enterprise
17808,2025-05-29,C76609,4,Poor customer support.,Website,Consumer
17809,2025-04-28,C77841,9,Excellent ROI for our business.,Mobile App,Consumer
17810,2025-05-08,C18621,3,Poor customer support.,Email,SMB
17811,2025-05-03,C97363,8,Highly recommended!,Support,Consumer
17812,2025-04-05,C92580,2,Too many problems.,Email,Enterprise
17813,2025-04-26,C83981,9,Great value for money.,Mobile App,Enterprise
17814,2025-05-20,C71000,3,Not worth the price.,Support,SMB
17815,2025-04-06,C61962,7,Generally satisfied.,Website,Consumer
17816,2025-04-30,C29434,5,Some features could be better.,Website,Enterprise
17817,2025-05-29,C75847,3,Not worth the price.,Email,Consumer
17818,2025-04-22,C45310,10,Best in class solution!,Email,SMB
17819,2025-04-30,C93448,1,Difficult to use.,Email,Enterprise
17820,2025-04-14,C82036,2,Difficult to use.,Support,Consumer
17821,2025-04-22,C75181,4,Too many problems.,Support,Consumer
